Date,total_pengeluaran,bulan,tanggal,hari,weekend_encoded,is_payday,pengeluaran_1sebelumnya,pengeluaran_3sebelumnya,pengeluaran_7sebelumnya,pengeluaran_14sebelumnya,rata-rata_3hari,rata-rata_7hari,rata-rata_30hari,std_seminggu,std_sebulan,ema_7
2017-04-11,26225.448,4,11,1,0,0,46987.261,40430.899000000005,27318.175,43709.08,52815.13833333334,53543.62300000001,48189.2607,21909.10822476925,24297.834204775772,47171.51979970194
2017-04-12,49172.715,4,12,2,0,0,26225.448,85232.706,81954.525,29503.629,40795.14133333334,48860.50728571428,48152.83646666667,17974.32712678951,24295.43345488874,47671.81859977646
2017-04-13,36059.991,4,13,3,0,0,49172.715,46987.261,50265.442,34967.264,37152.718000000015,46831.15714285715,48444.23033333333,18580.949722669728,24088.472702870393,44768.86169983235
2017-04-14,31689.083,4,14,4,0,0,36059.991,26225.448,43709.08,52450.896,38973.92966666667,45114.01471428572,44765.38276666667,19452.52833781132,16545.87553344369,41498.91702487426
2017-04-15,161723.596,4,15,5,1,0,31689.083,49172.715,40430.899000000005,39338.172,76490.89,62441.542857142864,48334.95763333333,47861.89403977128,26998.560386032004,71555.08676865569
2017-04-16,60099.985,4,16,6,1,0,161723.596,36059.991,85232.706,54636.350000000006,84504.22133333333,58851.15414285714,49354.836166666675,46798.1034950529,26840.099946360162,68691.31132649176
2017-04-17,27318.175,4,17,0,0,0,60099.985,31689.083,46987.261,49172.715,83047.25200000001,56041.284714285706,49209.13923333333,48198.69326389372,26950.936751248988,58348.02724486882
2017-04-18,57914.531,4,18,1,0,0,27318.175,161723.596,26225.448,27318.175,48444.23033333335,60568.296571428575,48262.10916666667,46385.616075590515,26087.052784030762,58239.65318365162
2017-04-19,37152.718,4,19,2,0,0,57914.531,60099.985,49172.715,81954.525,40795.14133333334,58851.15414285714,48334.95763333333,47094.83741330917,26051.673996688874,52967.919387738715
2017-04-20,24039.994,4,20,3,0,0,37152.718,27318.175,36059.991,50265.442,39702.41433333334,57134.01171428571,47970.715299999996,48268.83392722379,26320.02756091437,45735.93804080404
2017-04-21,56821.804000000004,4,21,4,0,0,24039.994,57914.531,31689.083,43709.08,39338.17200000001,60724.40042857143,48007.139533333335,46978.18431766591,26331.888014983615,48507.40453060303
2017-04-22,32781.81,4,22,5,1,0,56821.804000000004,37152.718,161723.596,40430.899000000005,37881.20266666668,42304.145285714294,47897.866833333326,15526.907117404873,26389.91418640423,44576.00589795227
2017-04-23,64470.893000000004,4,23,6,1,0,32781.81,24039.994,60099.985,85232.706,51358.169000000016,42928.56071428571,49136.29076666667,16423.82719554775,26262.291189679538,49549.72767346421
2017-04-24,56821.804000000004,4,24,0,0,0,64470.893000000004,56821.804000000004,27318.175,46987.261,51358.169000000016,47143.36485714286,49245.56346666667,15510.419334563601,26288.06897196565,51367.74675509815
2017-04-25,31689.083,4,25,1,0,0,56821.804000000004,32781.81,57914.531,26225.448,50993.92666666667,43396.87228571428,48626.3515,15641.834979378373,26481.28922292224,46448.08081632361
2017-04-26,31689.083,4,26,2,0,0,31689.083,64470.893000000004,37152.718,49172.715,40066.65666666668,42616.353,48844.89690000001,16133.920808139545,26307.19661321777,42758.33136224271
2017-04-27,43709.08,4,27,3,0,0,31689.083,56821.804000000004,24039.994,36059.991,35695.748666666674,45426.222428571426,48844.8969,13920.403364726959,26307.19661321777,42996.01852168203
2017-04-28,36059.991,4,28,4,0,0,43709.08,31689.083,56821.804000000004,31689.083,37152.718000000015,42460.249142857145,49063.4423,13285.040510047982,26167.843867725984,41262.011641261524
2017-04-29,40430.899000000005,4,29,5,1,0,36059.991,31689.083,32781.81,161723.596,40066.65666666668,43552.976142857144,49245.56346666667,12655.970394813112,26085.23763084069,41054.233480946146
2017-04-30,81954.525,4,30,6,1,0,40430.899000000005,43709.08,64470.893000000004,60099.985,52815.13833333334,46050.63785714286,50229.01776666667,18048.513468420046,26757.748205989938,51279.30636070961
2017-05-01,32781.81,5,1,0,0,1,81954.525,36059.991,56821.804000000004,27318.175,51722.41133333333,42616.353,50010.47236666667,17944.249848646494,26876.27928450563,46654.93227053221
2017-05-02,27318.175,5,2,1,0,1,32781.81,40430.899000000005,31689.083,57914.531,47351.503333333334,41991.93757142858,49099.866533333334,18456.59942431892,27175.26942642905,41820.742952899156
2017-05-03,57914.531,5,3,2,0,1,27318.175,81954.525,31689.083,37152.718,39338.172000000006,45738.43014285714,49391.2604,18677.09424632127,27222.903943735833,45844.18996467437
2017-05-04,30596.356,5,4,3,0,1,57914.531,32781.81,43709.08,24039.994,38609.68733333334,43865.18385714286,49500.5331,19551.65757138713,27137.69333793272,42032.23147350578
2017-05-05,78676.344,5,5,4,0,1,30596.356,27318.175,36059.991,56821.804000000004,55729.07700000001,49953.23428571429,49391.2604,23039.998594984467,27008.801711693013,51193.25960512934
2017-05-06,51358.169,5,6,5,1,0,78676.344,57914.531,40430.899000000005,32781.81,53543.623,51514.27285714286,49427.68463333333,22654.250130489665,27010.75804919521,51234.486953847
2017-05-07,57914.531,5,7,6,1,0,51358.169,30596.356,81954.525,64470.893000000004,62649.68133333334,48079.988,49901.19966666667,18757.59606249887,27031.557604392427,52904.49796538525
2017-05-08,22947.267,5,8,0,0,0,57914.531,78676.344,32781.81,56821.804000000004,44073.32233333334,46675.05328571429,49318.41193333334,20391.53003964948,27428.330894625153,45415.19022403893
2017-05-09,52450.896,5,9,1,0,0,22947.267,51358.169,27318.175,31689.083,44437.56466666667,50265.441999999995,48225.68493333334,18544.19212045501,26588.331057005937,47174.1166680292
2017-05-10,30596.356,5,10,2,0,0,52450.896,57914.531,57914.531,31689.083,35331.50633333333,46362.845571428574,47679.32143333333,19515.27153179217,26782.357327222922,43029.6765010219
2017-05-11,34967.264,5,11,3,0,0,30596.356,22947.267,30596.356,43709.08,39338.172000000006,46987.261000000006,47970.7153,18989.57065211725,26587.737427189117,41014.07337576643
2017-05-12,56821.804000000004,5,12,4,0,0,34967.264,52450.896,78676.344,36059.991,40795.14133333334,43865.18385714286,48225.68493333333,14070.722891562382,26636.293846150806,44966.00603182482
2017-05-13,29503.629,5,13,5,1,0,56821.804000000004,30596.356,51358.169,40430.899000000005,40430.89900000001,40743.10671428572,48007.139533333335,14547.561811226997,26766.133228798357,41100.41177386862
2017-05-14,56821.804000000004,5,14,6,1,0,29503.629,34967.264,57914.531,81954.525,47715.74566666668,40587.00285714286,48844.8969,14336.930421205547,26630.75417574799,45030.75983040147
2017-05-15,163909.05,5,15,0,0,0,56821.804000000004,56821.804000000004,22947.267,32781.81,83411.49433333334,60724.40042857143,48917.74536666667,47067.060327370054,26951.242298949255,74750.3323728011
2017-05-16,37152.718,5,16,1,0,0,163909.05,29503.629,52450.896,27318.175,85961.19066666666,58538.94642857143,48152.83646666667,47863.67599729252,26948.568639108566,65350.92877960083
2017-05-17,22947.267,5,17,2,0,0,37152.718,56821.804000000004,30596.356,57914.531,74669.67833333333,57446.21942857143,48007.13953333334,48688.13989473272,27076.606511400012,54750.01333470062
2017-05-18,59007.258,5,18,3,0,0,22947.267,163909.05,34967.264,30596.356,39702.414333333334,60880.50428571429,48043.563766666666,47675.61049313048,27091.124888424507,55814.32450102547
2017-05-19,37152.718,5,19,4,0,0,59007.258,37152.718,56821.804000000004,78676.344,39702.41433333333,58070.63485714286,48043.563766666666,48526.711280022704,27091.124888424507,51148.9228757691
2017-05-20,37152.718,5,20,5,1,0,37152.718,22947.267,29503.629,51358.169,44437.56466666667,59163.36185714286,48480.65456666667,47857.7358808596,26794.65341214546,47649.87165682683
2017-05-21,85232.706,5,21,6,1,0,37152.718,59007.258,56821.804000000004,57914.531,53179.380666666664,63222.06214285714,49427.68463333334,48821.091372186434,27589.904841112108,57045.580242620126
2017-05-22,24039.994,5,22,0,0,0,85232.706,37152.718,163909.05,22947.267,48808.47266666667,43240.76842857143,49136.290766666665,21998.462171098436,27817.00361099322,48794.18368196509
2017-05-23,34967.264,5,23,1,0,0,24039.994,37152.718,37152.718,52450.896,48079.988000000005,42928.56071428572,48152.83646666666,22114.468225086788,27777.676990073305,45337.453761473815
2017-05-24,59007.258,5,24,2,0,0,34967.264,85232.706,22947.267,30596.356,39338.172,48079.988000000005,48225.68493333333,20847.90243493455,27804.049005394525,48754.90482110536
2017-05-25,21854.54,5,25,3,0,0,59007.258,24039.994,59007.258,34967.264,38609.687333333335,42772.45685714285,47897.86683333334,22282.2421857269,28062.518401578942,42029.81361582902
2017-05-26,31689.083,5,26,4,0,0,21854.54,34967.264,37152.718,56821.804000000004,37516.96033333333,41991.93757142858,47897.866833333326,22605.25432905456,28062.518401578942,39444.630961871764
2017-05-27,54636.350000000006,5,27,5,1,0,31689.083,59007.258,37152.718,29503.629,36059.991,44489.599285714285,48262.10916666667,22944.78902720502,28077.186885109957,43242.560721403825
2017-05-28,62285.439,5,28,6,1,0,54636.350000000006,21854.54,85232.706,56821.804000000004,49536.95733333333,41211.41828571429,49136.290766666665,17030.589795723663,28092.433983147876,48003.28029105287
2017-05-29,29503.629,5,29,0,0,0,62285.439,31689.083,24039.994,163909.05,48808.47266666667,41991.93757142858,48772.04843333333,16218.281753483752,28279.417368126138,43378.36746828965
2017-05-30,54636.350000000006,5,30,1,0,0,29503.629,54636.350000000006,34967.264,37152.718,48808.47266666667,44801.80700000001,47861.4426,16499.815865900047,27605.89339003412,46192.86310121724
2017-05-31,31689.083,5,31,2,0,0,54636.350000000006,62285.439,59007.258,22947.267,38609.687333333335,40899.21057142857,47825.01836666666,15795.571225548923,27627.188782026045,42566.91807591292
2017-06-01,27318.175,6,1,3,0,1,31689.083,29503.629,21854.54,59007.258,37881.20266666667,41679.72985714286,47825.01836666666,14801.356917407382,27627.188782026045,38754.73230693469
2017-06-02,51358.169,6,2,4,0,1,27318.175,54636.350000000006,31689.083,37152.718,36788.475666666665,44489.599285714285,47606.47296666667,14451.485481646301,27570.497266035254,41905.591480201016
2017-06-03,32781.81,6,3,5,1,1,51358.169,31689.083,54636.350000000006,37152.718,37152.718,41367.522142857146,47679.32143333334,14253.402025812298,27526.85498229957,39624.64611015076
2017-06-04,51358.169,6,4,6,1,1,32781.81,27318.175,62285.439,85232.706,45166.04933333333,39806.48357142857,46768.7156,12001.060403758542,26911.058509653147,42558.02683261307
2017-06-05,98345.43,6,5,0,0,1,51358.169,51358.169,29503.629,24039.994,60828.469666666664,49641.02657142857,48334.95763333333,24179.138699173276,28507.378352695523,56504.8776244598
2017-06-06,26225.448,6,6,1,0,0,98345.43,32781.81,54636.350000000006,34967.264,58643.015666666666,45582.32628571428,47278.65486666667,25546.719349122795,28726.436772723617,48935.02021834485
2017-06-07,25132.720999999998,6,7,2,0,0,26225.448,51358.169,31689.083,59007.258,49901.199666666675,44645.70314285714,47351.503333333334,26251.45241689937,28665.312249450897,42984.445413758636
2017-06-08,48079.988,6,8,3,0,0,25132.720999999998,98345.43,27318.175,21854.54,33146.05233333333,47611.67642857142,47205.806399999994,25115.747457846323,28649.60354834703,44258.331060318975
2017-06-09,28410.902000000002,6,9,4,0,0,48079.988,26225.448,51358.169,31689.083,33874.537000000004,44333.49542857143,47132.95793333333,26026.309956099158,28696.034270458487,40296.47379523923
2017-06-10,37152.718,6,10,5,1,0,28410.902000000002,25132.720999999998,32781.81,54636.350000000006,37881.20266666667,44957.91085714286,47205.8064,25753.982622213407,28666.844344789315,39510.53484642942
2017-06-11,83047.25200000001,6,11,6,1,0,37152.718,48079.988,51358.169,62285.439,49536.95733333335,49484.92271428572,48079.988000000005,29569.08147415238,29361.637524054033,50394.71413482207
2017-06-12,27318.175,6,12,0,0,0,83047.25200000001,28410.902000000002,98345.43,29503.629,49172.715000000004,39338.172000000006,48007.139533333335,20933.637830681495,29411.98415325092,44625.57935111655
2017-06-13,37152.718,6,13,1,0,0,27318.175,37152.718,26225.448,54636.350000000006,49172.715000000004,40899.21057142857,47351.503333333334,20186.951005919476,29427.93883338515,42757.36401333741
2017-06-14,44801.807,6,14,2,0,0,37152.718,83047.25200000001,25132.720999999998,31689.083,36424.23333333334,43709.08,43381.261900000005,18958.10489619741,19530.752665488064,43268.47476000305
2017-06-15,142054.51,6,15,3,0,0,44801.807,27318.175,48079.988,27318.175,74669.67833333334,57134.01171428571,46877.9883,41927.66722173462,26517.958103070472,67964.9835700023
2017-06-16,34967.264,6,16,4,0,0,142054.51,37152.718,28410.902000000002,51358.169,73941.19366666667,58070.63485714286,47278.654866666664,41246.7827111539,26233.192239533193,59715.55367750172
2017-06-17,60099.985,6,17,5,1,0,34967.264,44801.807,37152.718,32781.81,79040.58633333335,61348.81585714286,47315.079099999995,40205.96188337725,26250.79141690274,59811.661508126286
2017-06-18,54636.350000000006,6,18,6,1,0,60099.985,142054.51,83047.25200000001,51358.169,49901.19966666668,57290.11557142857,47897.86683333334,39068.4014615784,26211.44500522689,58517.83363109471
2017-06-19,34967.264,6,19,0,0,0,54636.350000000006,34967.264,27318.175,98345.43,49901.19966666668,58382.84257142857,47825.01836666666,38187.41954964892,26245.353406683073,52630.19122332103
2017-06-20,53543.623,6,20,1,0,0,34967.264,60099.985,37152.718,26225.448,47715.74566666668,60724.40042857143,46768.7156,37157.30900625775,25308.873165723944,52858.549167490775
2017-06-21,37152.718,6,21,2,0,0,53543.623,54636.350000000006,44801.807,25132.720999999998,41887.86833333334,59631.673428571434,47205.8064,37810.3392836432,25014.322752273212,48932.09137561808
2017-06-22,24039.994,6,22,3,0,0,37152.718,34967.264,142054.51,48079.988,38245.44500000001,42772.45685714286,46841.564066666666,13300.011984422834,25276.85782908776,42709.06703171357
2017-06-23,73212.709,6,23,4,0,0,24039.994,53543.623,34967.264,28410.902000000002,44801.80700000001,48236.091857142856,47315.079099999995,16921.73491797698,25643.02243688369,50334.97752378517
2017-06-24,56821.804000000004,6,24,5,1,0,73212.709,37152.718,60099.985,37152.718,51358.169000000016,47767.78028571429,48480.654566666664,16580.600904897987,25237.325376939476,51956.68414283888
2017-06-25,56821.804000000004,6,25,6,1,0,56821.804000000004,24039.994,54636.350000000006,83047.25200000001,62285.43900000001,48079.988000000005,49318.41193333334,16751.187709661324,25077.341022010743,53172.96410712916
2017-06-26,63378.166000000005,6,26,0,0,0,56821.804000000004,73212.709,34967.264,27318.175,59007.25800000001,52138.68828571429,49609.805799999995,16484.301226017807,25191.793174365874,55724.26458034687
2017-06-27,26225.448,6,27,1,0,0,63378.166000000005,56821.804000000004,53543.623,37152.718,48808.472666666676,48236.091857142856,48407.8061,19119.377124722752,25425.33305732029,48349.56043526015
2017-06-28,30596.356,6,28,2,0,0,26225.448,56821.804000000004,37152.718,44801.807,40066.65666666668,47299.468714285715,48444.23033333333,19897.578389068087,25398.08526063473,43911.25932644511
2017-06-29,45894.534,6,29,3,0,0,30596.356,63378.166000000005,24039.994,142054.51,34238.77933333334,50421.54585714285,48152.83646666666,17166.92979859776,25374.729899121416,44407.07799483383
2017-06-30,32781.81,6,30,4,0,0,45894.534,26225.448,73212.709,34967.264,36424.23333333334,44645.70314285714,48189.2607,14868.431449126154,25351.055259837158,41500.76099612538
2017-07-01,39338.172,7,1,5,1,1,32781.81,30596.356,56821.804000000004,60099.985,39338.172000000006,42148.04142857143,48589.927266666666,13920.403364726952,25103.597504782392,40960.11374709403
2017-07-02,88510.887,7,2,6,1,1,39338.172,45894.534,56821.804000000004,54636.350000000006,53543.623,46675.05328571429,49828.351200000005,22186.343645039447,26139.899922873923,52847.80706032053
2017-07-03,29503.629,7,3,0,0,1,88510.887,32781.81,63378.166000000005,34967.264,52450.89600000001,41835.833714285705,49719.078499999996,21623.060919787717,26220.344970831582,47011.7625452404
2017-07-04,27318.175,7,4,1,0,1,29503.629,39338.172,26225.448,53543.623,48444.23033333334,41991.93757142856,48917.74536666667,21495.147804180135,26533.997734542678,42088.3656589303
2017-07-05,107087.246,7,5,2,0,1,27318.175,88510.887,30596.356,37152.718,54636.350000000006,52919.20757142857,49209.13923333333,31738.387816729504,27136.681830089605,58338.08574419773
2017-07-06,34967.264,7,6,3,0,0,107087.246,29503.629,45894.534,24039.994,56457.561666666676,51358.168999999994,49500.5331,32403.240363907433,26927.501105340078,52495.3803081483
2017-07-07,22947.267,7,7,4,0,0,34967.264,27318.175,32781.81,73212.709,55000.592333333334,49953.23428571429,49427.68463333334,33536.30188413706,26998.560386032,45108.35198111122
2017-07-08,53543.623,7,8,5,1,0,22947.267,107087.246,39338.172,56821.804000000004,37152.718,51982.584428571434,49609.8058,33215.169160484795,27007.58210492299,47217.16973583341
2017-07-09,57914.531,7,9,6,1,0,53543.623,34967.264,88510.887,56821.804000000004,44801.80700000001,47611.67642857144,50593.2601,29401.309546580083,26744.921987232065,49891.510051875055
2017-07-10,24039.994,7,10,0,0,0,57914.531,22947.267,29503.629,63378.166000000005,45166.049333333336,46831.15714285715,50156.169299999994,30027.987990854344,27077.240110853083,43428.63103890629
2017-07-11,59007.258,7,11,1,0,0,24039.994,53543.623,27318.175,26225.448,46987.261000000006,51358.169,49354.83616666667,28965.854847176583,26417.983317849223,47323.28777917972
2017-07-12,37152.718,7,12,2,0,0,59007.258,57914.531,107087.246,30596.356,40066.65666666667,41367.52214285714,49682.654266666665,15446.13287438389,26195.18167464419,44780.64533438479
2017-07-13,22947.267,7,13,3,0,0,37152.718,24039.994,34967.264,45894.534,39702.41433333334,39650.379714285715,49209.13923333333,16877.996390920158,26555.403295172804,39322.30075078859
2017-07-14,50265.442,7,14,4,0,0,22947.267,59007.258,22947.267,32781.81,36788.47566666667,43552.976142857144,49391.2604,15471.879512117292,26542.867108242233,42058.08606309145
2017-07-15,144239.964,7,15,5,1,0,50265.442,37152.718,53543.623,39338.172,72484.22433333335,56509.59628571429,49464.10886666667,41431.09298232646,26807.63502710291,67603.5555473186
2017-07-16,51358.169,7,16,6,1,0,144239.964,22947.267,57914.531,88510.887,81954.52500000001,55572.97314285715,50010.47236666667,41468.130967060184,26668.658563112807,63542.208910488946
2017-07-17,56821.804000000004,7,17,0,0,0,51358.169,50265.442,24039.994,29503.629,84139.979,60256.08885714286,49901.199666666675,39096.7712024486,26632.583682705426,61862.107682866714
2017-07-18,22947.267,7,18,1,0,0,56821.804000000004,144239.964,59007.258,27318.175,43709.080000000016,55104.66157142858,48844.89690000001,41585.20029016323,27063.246782781847,52133.39751215003
2017-07-19,29503.629,7,19,2,0,0,22947.267,51358.169,37152.718,107087.246,36424.233333333344,54011.934571428574,48662.775733333336,42231.02241183575,27177.996533605037,46475.95538411253
2017-07-20,51358.169,7,20,3,0,0,29503.629,56821.804000000004,22947.267,34967.264,34603.021666666675,58070.63485714287,48589.927266666666,40057.19470959362,27167.38957906968,47696.50878808439
2017-07-21,25132.720999999998,7,21,4,0,0,51358.169,22947.267,50265.442,22947.267,35331.506333333346,54480.24614285714,48189.2607,41954.7811814487,27429.25659217724,42055.561841063296
2017-07-22,41523.626000000004,7,22,5,1,0,25132.720999999998,29503.629,144239.964,53543.623,39338.17200000001,39806.48357142857,48772.04843333334,13934.69222009865,27082.004303868533,41922.57788079747
2017-07-23,81954.525,7,23,6,1,0,41523.626000000004,51358.169,51358.169,57914.531,49536.95733333335,44177.391571428576,49063.4423,21112.144950343616,27399.218027429743,51930.5646605981
2017-07-24,29503.629,7,24,0,0,0,81954.525,25132.720999999998,56821.804000000004,24039.994,50993.92666666667,40274.79514285714,48152.83646666667,20909.177875495563,27585.800531205394,46323.83074544858
2017-07-25,25132.720999999998,7,25,1,0,0,29503.629,41523.626000000004,22947.267,59007.258,45530.29166666668,40587.00285714286,47096.53370000001,20621.66812999916,27847.872938913806,41026.05330908643
2017-07-26,59007.258,7,26,2,0,0,25132.720999999998,81954.525,29503.629,37152.718,37881.20266666668,44801.80699999999,46950.83676666667,20990.60021579171,27771.080073206813,45521.35448181482
2017-07-27,37152.718,7,27,3,0,0,59007.258,29503.629,51358.169,22947.267,40430.89900000001,42772.45685714285,47315.0791,20937.711711780772,27560.73855552617,43429.19536136111
2017-07-28,33874.537,7,28,4,0,0,37152.718,25132.720999999998,25132.720999999998,50265.442,43344.83766666667,44021.28771428571,47424.3518,19947.52397943142,27498.59509653638,41040.53077102083
2017-07-29,49172.715,7,29,5,1,0,33874.537,59007.258,41523.626000000004,144239.964,40066.65666666668,45114.01471428572,47533.624500000005,19997.344825523032,27498.81969373215,43073.57682826562
2017-07-30,51358.169,7,30,6,1,0,49172.715,37152.718,81954.525,51358.169,44801.80700000001,40743.106714285714,48152.83646666667,12565.79489358565,27364.005969145524,45144.724871199214
2017-07-31,28410.902000000002,7,31,0,0,0,51358.169,33874.537,29503.629,56821.804000000004,42980.59533333334,40587.00285714285,47788.59413333333,12734.350152059853,27557.426779306297,40961.26915339941
2017-08-01,52450.896,8,1,1,0,1,28410.902000000002,49172.715,25132.720999999998,22947.267,44073.322333333344,44489.599285714285,46586.59443333333,11315.824932122154,26485.538783047676,43833.675865049554
2017-08-02,30596.356,8,2,2,0,1,52450.896,51358.169,59007.258,29503.629,37152.718000000015,40430.899,46623.01866666667,10289.442985842317,26461.976227212042,40524.34589878716
2017-08-03,31689.083,8,3,3,0,1,30596.356,28410.902000000002,37152.718,51358.169,38245.445000000014,39650.379714285715,46768.715599999996,10775.313031608337,26363.87157433101,38315.53017409037
2017-08-04,51358.169,8,4,4,0,1,31689.083,52450.896,33874.537,25132.720999999998,37881.20266666668,42148.04142857143,44911.0797,11230.078644725701,23806.527390926243,41576.18988056778
2017-08-05,96159.976,8,5,5,1,1,51358.169,30596.356,49172.715,41523.626000000004,59735.74266666668,48860.50728571428,46950.83676666666,23484.855582482403,25487.335110893677,55222.13641042583
2017-08-06,59007.258,8,6,6,1,0,96159.976,31689.083,51358.169,81954.525,68841.801,49953.23428571429,48152.83646666667,23796.325067551483,25164.537934084357,56168.416807819376
2017-08-07,56821.804000000004,8,7,0,0,0,59007.258,51358.169,28410.902000000002,29503.629,70663.01266666668,54011.934571428574,48262.10916666666,21853.23909580509,25195.851681412387,56331.76360586453
2017-08-08,27318.175,8,8,1,0,0,56821.804000000004,96159.976,52450.896,25132.720999999998,47715.74566666668,50421.54585714285,47242.23063333333,24101.411005266214,25409.997951557572,49078.36645439839
2017-08-09,27318.175,8,9,2,0,0,27318.175,59007.258,30596.356,59007.258,37152.718000000015,49953.23428571428,47351.503333333334,24577.97271496026,25313.64486449582,43638.31859079879
2017-08-10,49172.715,8,10,3,0,0,27318.175,56821.804000000004,31689.083,37152.718,34603.021666666675,52450.896,47023.68523333334,23265.93449143631,25221.005290017274,45021.917693099094
2017-08-11,33874.537,8,11,4,0,0,49172.715,27318.175,51358.169,33874.537,36788.47566666667,49953.23428571429,46914.412533333336,24317.487225198416,25272.29641516642,42235.072519824316
2017-08-12,32781.81,8,12,5,1,0,33874.537,27318.175,96159.976,49172.715,38609.68733333334,40899.21057142857,47242.23063333333,13747.77875333267,25013.143072733157,39871.75688986824
2017-08-13,83047.25200000001,8,13,6,1,0,32781.81,49172.715,59007.258,51358.169,49901.19966666668,44333.49542857143,48334.95763333333,20412.43228661022,25851.766193339467,50665.63066740118
2017-08-14,21854.54,8,14,0,0,0,83047.25200000001,33874.537,56821.804000000004,28410.902000000002,45894.534000000014,39338.172,44255.4435,21113.491516977683,18923.867295452463,43462.858000550885
2017-08-15,139869.05599999998,8,15,1,0,0,21854.54,32781.81,27318.175,52450.896,81590.28266666668,55416.86928571428,47205.806399999994,42479.37520987274,25741.1818162245,67564.40750041316
2017-08-16,44801.807,8,16,2,0,0,139869.05599999998,83047.25200000001,27318.175,30596.356,68841.801,57914.531,46805.13983333333,41041.561531820815,25679.819387809202,61873.75737530987
2017-08-17,22947.267,8,17,3,0,0,44801.807,21854.54,49172.715,31689.083,69206.04333333333,54168.038428571424,46805.13983333333,43117.07974877794,25679.819387809202,52142.1347814824
2017-08-18,37152.718,8,18,4,0,0,22947.267,139869.05599999998,33874.537,51358.169,34967.26400000001,54636.34999999999,47060.10946666667,42877.06285675915,25539.7035563491,48394.780586111796
2017-08-19,55729.077000000005,8,19,5,1,0,37152.718,44801.807,32781.81,96159.976,38609.68733333334,57914.530999999995,47205.8064,41791.1532790104,25577.507716802713,50228.35468958385
2017-08-20,57914.531,8,20,6,1,0,55729.077000000005,22947.267,83047.25200000001,59007.258,50265.44200000002,54324.14228571428,48298.5334,40325.99048512204,25300.737513904303,52149.898767187886
2017-08-21,22947.267,8,21,0,0,0,57914.531,37152.718,21854.54,56821.804000000004,45530.29166666668,54480.24614285714,47679.32143333333,40181.205604196395,25696.489011276088,44849.24082539091
2017-08-22,55729.077000000005,8,22,1,0,0,22947.267,55729.077000000005,139869.05599999998,27318.175,45530.29166666668,42460.249142857145,46805.139833333335,15199.364774942796,24924.75577215499,47569.19986904318
2017-08-23,30596.356,8,23,2,0,0,55729.077000000005,57914.531,44801.807,27318.175,36424.233333333344,40430.899,46841.564066666666,15772.155690019139,24899.385571454117,43325.98890178238
2017-08-24,28410.902000000002,8,24,3,0,0,30596.356,22947.267,22947.267,49172.715,38245.445000000014,41211.41828571429,46950.83676666666,14872.255142502763,24807.854619938233,39597.21717633679
2017-08-25,57914.531,8,25,4,0,0,28410.902000000002,55729.077000000005,37152.718,33874.537,38973.92966666668,44177.391571428576,46914.41253333333,15958.518006371374,24790.33833699579,44176.545632252586
2017-08-26,31689.083,8,26,5,1,0,57914.531,30596.356,55729.077000000005,32781.81,39338.17200000001,40743.10671428572,46732.291366666665,15641.834979378333,24884.415775863312,41054.679974189436
2017-08-27,61192.712,8,27,6,1,0,31689.083,28410.902000000002,57914.531,83047.25200000001,50265.44200000001,41211.41828571429,47642.89720000001,16277.772899358697,24897.511393921715,46089.18798064208
2017-08-28,46987.261,8,28,0,0,0,61192.712,57914.531,22947.267,21854.54,46623.01866666668,44645.70314285714,47570.04873333334,14183.419268587753,24896.078104140233,46313.70623548156
2017-08-29,34967.264,8,29,1,0,0,46987.261,31689.083,55729.077000000005,139869.05599999998,47715.74566666668,41679.729857142855,47023.68523333334,13639.821103146707,24989.757474028484,43477.09567661117
2017-08-30,29503.629,8,30,2,0,0,34967.264,61192.712,30596.356,44801.807,37152.718000000015,41523.626,47060.10946666667,13793.198779843704,24962.474076582126,39983.72900745837
2017-08-31,55729.077000000005,8,31,3,0,0,29503.629,46987.261,28410.902000000002,22947.267,40066.65666666668,45426.22242857143,47169.38216666667,13321.370617075045,24994.04098059766,43920.06600559378
2017-09-01,32781.81,9,1,4,0,1,55729.077000000005,34967.264,57914.531,37152.718,39338.17200000001,41835.83371428571,47242.23063333333,12770.020670537499,24947.212048789806,41135.50200419533
2017-09-02,40430.899000000005,9,2,5,1,1,32781.81,29503.629,31689.083,55729.077000000005,42980.59533333334,43084.66457142857,47533.624500000005,12017.631557292607,24809.956849230897,40959.3512531465
2017-09-03,78676.34400000001,9,3,6,1,1,40430.899000000005,55729.077000000005,61192.712,57914.531,50629.684333333345,45582.32628571429,48444.23033333334,17135.435380514606,25448.291423355236,50388.59943985988
2017-09-04,33874.537,9,4,0,0,1,78676.34400000001,32781.81,46987.261,22947.267,50993.92666666667,43709.08000000001,46368.04903333334,17664.814372821456,23915.813748445507,46260.08382989491
2017-09-05,91789.068,9,5,1,0,1,33874.537,40430.899000000005,34967.264,55729.077000000005,68113.31633333334,51826.48057142857,47460.776033333335,24651.89159679406,25226.22886657175,57642.329872421185
2017-09-06,59007.258,9,6,2,0,0,91789.068,78676.34400000001,29503.629,30596.356,61556.954333333335,56041.28471428571,47533.6245,22639.185793150184,25257.33028201711,57983.56190431589
2017-09-07,31689.083,9,7,3,0,0,59007.258,33874.537,55729.077000000005,28410.902000000002,60828.46966666667,52606.99985714286,47679.32143333334,24445.75105404154,25149.071090844896,51409.94217823692
